config,algorithm,checkpoint_iteration,training_metric,global_best_iteration,global_best_value,run_dir,checkpoint_file,plot,status
4v5-0,QPLEX,20,0.5649271777884494,19,0.5783298339866623,/home/pavt1024/vsn/mate/examples/hrl/qplex/camera/ray_results/HRL-QPLEX/QPLEX_mate-hrl.qplex.camera_35afc_00000_0_2026-01-18_17-48-23,/home/pavt1024/vsn/mate/examples/hrl/qplex/camera/ray_results/HRL-QPLEX/QPLEX_mate-hrl.qplex.camera_35afc_00000_0_2026-01-18_17-48-23/checkpoint_000020/checkpoint-20,outputs/evaluate_best_checkpoints_smoke/plots/4v5-0__qplex.png,ok
