config,algorithm,checkpoint_iteration,training_metric,global_best_iteration,global_best_value,run_dir,checkpoint_file,plot,status
4v5-0,QPLEX,20,0.5649271777884494,19,0.5783298339866623,/home/pavt1024/vsn/mate/examples/hrl/qplex/camera/ray_results/HRL-QPLEX/QPLEX_mate-hrl.qplex.camera_2fe5e_00000_0_2025-12-17_16-53-07,/home/pavt1024/vsn/mate/examples/hrl/qplex/camera/ray_results/HRL-QPLEX/QPLEX_mate-hrl.qplex.camera_2fe5e_00000_0_2025-12-17_16-53-07/checkpoint_000020/checkpoint-20,outputs/evaluate_best_checkpoints_dry/plots/4v5-0__qplex.png,dry-run
4v5-0,QPLEX_FOCUS,43,0.5761814586122949,33,0.5864066649639486,/home/pavt1024/vsn/mate/examples/hrl/qplex_focus/camera/ray_results/HRL-QPLEX-FOCUS/QPLEX_FOCUS_mate-hrl.qplex_focus.camera_83b84_00000_0_2026-05-23_03-05-01,/home/pavt1024/vsn/mate/examples/hrl/qplex_focus/camera/ray_results/HRL-QPLEX-FOCUS/QPLEX_FOCUS_mate-hrl.qplex_focus.camera_83b84_00000_0_2026-05-23_03-05-01/checkpoint_000043/checkpoint-43,outputs/evaluate_best_checkpoints_dry/plots/4v5-0__qplex_focus.png,dry-run
4v5-0,QPLEX_V2,20,0.677336854740912,15,0.6933216424093256,/home/pavt1024/vsn/mate/examples/hrl/qplex_v2/camera/ray_results/HRL-QPLEXV2/QPLEX_V2_mate-hrl.qplex_v2.camera_bb8d9_00000_0_2026-01-18_18-27-55,/home/pavt1024/vsn/mate/examples/hrl/qplex_v2/camera/ray_results/HRL-QPLEXV2/QPLEX_V2_mate-hrl.qplex_v2.camera_bb8d9_00000_0_2026-01-18_18-27-55/checkpoint_000020/checkpoint-20,outputs/evaluate_best_checkpoints_dry/plots/4v5-0__qplex_v2.png,dry-run
4v5-0,QPLEX_WM2,20,0.5971354457772489,21,0.6125228528336055,/home/pavt1024/vsn/mate/examples/hrl/qplex_wm2/camera/ray_results/HRL-QPLEX-WM2/QPLEX_WM2_mate-hrl.qplex_wm2.camera_baa28_00000_0_2026-04-11_15-09-14,/home/pavt1024/vsn/mate/examples/hrl/qplex_wm2/camera/ray_results/HRL-QPLEX-WM2/QPLEX_WM2_mate-hrl.qplex_wm2.camera_baa28_00000_0_2026-04-11_15-09-14/checkpoint_000020/checkpoint-20,outputs/evaluate_best_checkpoints_dry/plots/4v5-0__qplex_wm2.png,dry-run
